SKU,Nombre_Producto ,categoria,PRECIO COMPRA,precio_venta,Margen($),Fecha Actualización,proveedor
MT-0249,"Flejes Acero Inoxidable 46cm",Níquel,543,773.8,230.8,11/15/2024,"Metalúrgica Central"
BR-0250,"Plancha Plomo 3cm",Cobre,891,1138.58,247.58,2024-02-16,"MetalSur S.A."
BR-0251,"Alambre Plomo 32mm",Bronce,973,1097.49$,124.49,2024-06-26,"Aleaciones del Sur"
BR-0252,"  Bobina Níquel 3mm  ",Bronce,178,215.97,37.97%,19/11/2024,"Fundición Oriental"
AC-0253,"Chapa Acero Inoxidable 8mm",Hierro,381,490.28,109.28,15/08/2024,"SiderúrgicaUY"
MT-0254,"Alambre Acero Inoxidable 49mm",Zinc,872,1238.25,366.25,27/10/2024,"Aceros del Río"
BR-0255,"Alambre Titanio#304 9cm",Níquel,158,180.67,22.67,03-06-24,"Metalúrgica Central"
MT-0256,"Flejes Cobre 6mm",Titanio,161,214.59,53.59,23/02/2024,"Industrias del Plata"
BR-0257,"Tubo Acero Inoxidable 16cm",Plomo,764,1057.04,293.04,12-01-24,"Aceros del Río"
MT-0258,"Chapa Hierro 36mm",Aluminio,879,1289.26,410.26,10-12-24,"Industrias del Plata"
AC-0259,"Plancha Acero Inoxidable 43cm",Bronce,489,642.54,153.54,06/25/2024,"MetalSur S.A."
BR-0260,"Varilla Plomo 39cm",Cobre,917,1170.71,253.71,16-05-24,"Fundición Oriental"
BR-0261,"Barra Hierro 7mm",Zinc,865,1213.26,348.26,06/23/2024,"Metalúrgica Central"
MT-0262,"Caño Acero Inoxidable 23mm",Titanio,947,1198.99,251.99,2024-12-22,"Aceros del Río"
AL-0263,"Caño Magnesio 30mm",Bronce,365,477.61,112.61,2024-01-01,"MetalSur S.A."
AC-0264,"Bobina Acero Inoxidable 35mm",Titanio,875,1066.26,191.26,16-11-24,"Fundición Oriental"
BR-0265,"Chapa Zinc 31mm",Zinc,686,934.17,248.17,2024-09-09,"Industrias del Plata"
AC-0266,"Bobina Cobre 41mm",Plomo,182,264,82,09/05/2024,"Metalúrgica Central"
CU-0267,"Bobina Titanio 28cm",Bronce,748,1078.43,330.43,08/04/2024,"Aleaciones del Sur"
BR-0268,"Plancha Bronce 10mm",Bronce,891,1146.54,255.54,06/12/2024,"Fundición Oriental"
AL-0269,"Bobina Hierro 4mm",Hierro,211,243.44,32.44,07/11/2024,"Aceros del Río"
AL-0270,"Chapa Aluminio 37mm",Magnesio,755,831.6,76.6,27/07/2024,"Aceros del Río"
MT-0271,"Chapa Magnesio 7cm",Titanio,393,500.73$,107.73,2024-12-13,"Aceros del Río"
AL-0272,"Barra Níquel 15cm",Titanio,818,1096.45,278.45,01/03/2024,"Aleaciones del Sur"
BR-0273,"Varilla Bronce(6061) 5mm",Hierro,919,1167.4,248.4,03/05/2024,"Aleaciones del Sur"
AC-0274,"Tubo Acero Inoxidable 49cm",Aluminio,,191.49,27.49,2024-01-19,"MetalSur S.A."
AC-0275,"Chapa Níquel 15cm",Titanio,998,1336.7,338.7,2024-08-19,"Aleaciones del Sur"
AL-0276,"Barra Aluminio(6061) 8mm",Zinc,461,596.23,135.23,24-02-24,"Industrias del Plata"
BR-0277,"Alambre Hierro 35cm",Zinc,295,345.33,50.33,01/24/2024,"Aceros del Río"
CU-0278,"Barra Hierro® 25mm",,1004,1312.61,308.61,09/06/2024,"MetalCorp Internacional"
MT-0279,"Barra Acero Inoxidable 16cm",Magnesio,337,388.31$,51.31,22/11/2024,"Aleaciones del Sur"
AC-0280,"Alambre Titanio 29cm",Plomo,572,658.62,86.62,10-08-24,"Fundición Oriental"
CU-0281,"Chapa Acero Inoxidable 11mm",Bronce,567,849.84,282.84,11/09/2024,"Aleaciones del Sur"
MT-0282,"Flejes Plomo 50cm",,236,269.59,33.59,2024-03-21,"Fundición Oriental"
AL-0283,"  Bobina Bronce 29cm  ",Acero Inoxidable,848,1096.48,248.48,01/09/2024,"Aceros del Río"
MT-0284,"Varilla Aluminio 48cm",Níquel,92,117.55$,25.55,2024-04-11,"Aceros del Río"
BR-0285,"Caño Níquel 26cm",Zinc,125,167.2,42.2,06/09/2024,"MetalSur S.A."
CU-0286,"Barra Hierro 39mm",Magnesio,431,611.05,180.05,20/11/2024,"Aceros del Río"
BR-0287,"Chapa Hierro 29cm",Plomo,94,138.97,44.97,06/04/2024,"SiderúrgicaUY"
MT-0288,"Plancha Plomo(6061) 18cm",Aluminio,521,700.38,179.38,25/10/2024,"Aceros del Río"
CU-0289,"Plancha Acero Inoxidable 15mm",Zinc,891,1315.05,424.05,2024-08-28,"Aleaciones del Sur"
AC-0290,"Chapa Magnesio 47cm",Aluminio,510,583.59,73.59,2024-06-21,"Aceros del Río"
BR-0291,"Bobina Zinc 38cm",Hierro,272,385.69,113.69%,27-06-24,"Metalúrgica Central"
BR-0292,"Bobina Bronce 40cm",Níquel,754,1109.83,355.83,15/09/2024,"MetalSur S.A."
AC-0293,"Alambre Cobre 43mm",Zinc,816,1219.43,403.43,2024-10-18,"Industrias del Plata"
AL-0294,"  Alambre Titanio 39cm  ",Cobre,554,647.83,93.83,05/03/2024,"Industrias del Plata"
CU-0295,"Perfil Magnesio 38mm",,516,667.34,151.34%,24/01/2024,"Fundición Oriental"
BR-0296,"Flejes Cobre&Zinc 49cm",Acero Inoxidable,752,933.68$,181.68,24/08/2024,"Fundición Oriental"
MT-0297,"Chapa Zinc(6061) 41cm",,507,561.17,54.17,2024-06-08,"Fundición Oriental"
AL-0298,"Chapa Aluminio 42cm",Hierro,571,745.69,174.69,14/04/2024,"Aceros del Río"
MT-0299,"Tubo Hierro 49cm",Bronce,729,1032.55,303.55,16/05/2024,"Industrias del Plata"
MT-0300,"  Plancha Acero Inoxidable 41cm  ",Zinc,183,268.15,85.15,12/11/2024,"Fundición Oriental"
AL-0301,"Caño Plomo 49cm",Titanio,334,395.18,61.18,2024-11-09,"Fundición Oriental"
BR-0302,"  Varilla Titanio 7mm  ",Magnesio,657,862.7,205.7,08/04/2024,"Fundición Oriental"
CU-0303,"Chapa Titanio 13cm",Magnesio,382,476.5,94.5,05-04-24,"SiderúrgicaUY"
AC-0304,"  Chapa Magnesio 24cm  ",Zinc,367,512.35,145.35,23/02/2024,"Metalúrgica Central"
AL-0305,"Alambre Titanio 4mm",Zinc,639,726.69,87.69,01-11-24,"Aleaciones del Sur"
AC-0306,"Flejes Bronce 26mm",Plomo,1001,1441.04,440.04,03/15/2024,"Aleaciones del Sur"
CU-0307,"Plancha Magnesio 44mm",Aluminio,499,673.66,174.66%,2024-07-09,"Aceros del Río"
AL-0308,"Alambre Plomo 7mm",Acero Inoxidable,552,649.83$,97.83,17/05/2024,"MetalSur S.A."
BR-0309,"Varilla Titanio 47mm",Cobre,568,837.88,269.88,05-04-24,"Industrias del Plata"
BR-0310,"Flejes Bronce 36mm",Acero Inoxidable,478,704.98,226.98,10/13/2024,"Fundición Oriental"
BR-0311,"Flejes Bronce 23cm",Zinc,513,725.87,212.87%,09/28/2024,"Industrias del Plata"
CU-0312,"Tubo Acero Inoxidable 35mm",Magnesio,379,540.17,161.17,28/07/2024,"Fundición Oriental"
CU-0313,"Chapa Plomo 39mm",Zinc,199,279.62,80.62,2024-06-08,"MetalCorp Internacional"
MT-0314,"Caño Plomo 5mm",Magnesio,293,399.12,106.12,10/11/2024,"Fundición Oriental"
AC-0315,"Barra Magnesio 24cm",Acero Inoxidable,415,615.93,200.93,12-12-24,"Industrias del Plata"
AC-0316,"Bobina Níquel 34mm",Níquel,952,1176.99,224.99,12-10-24,"SiderúrgicaUY"
BR-0317,"  Varilla Titanio® 20mm  ",Cobre,690,834.3,144.3,2024-07-19,"Industrias del Plata"
CU-0318,"Tubo Titanio 33mm",Cobre,578,791.82,213.82,2024-08-23,"SiderúrgicaUY"
BR-0319,"Varilla Zinc 35mm",Acero Inoxidable,476,554.51,78.51,14/06/2024,"Aleaciones del Sur"
BR-0320,"Alambre Aluminio&Zinc 35mm",Hierro,303,435.31$,132.31,20-03-24,"Aceros del Río"
MT-0321,"Caño Aluminio 6mm",Acero Inoxidable,632,878.54,246.54,18-03-24,"Fundición Oriental"
CU-0322,"Caño Plomo 45cm",Hierro,550,738.75,188.75,06/03/2024,"Aleaciones del Sur"
AC-0323,"Plancha Plomo 19mm",Níquel,201,300.98,99.98,25-02-24,"SiderúrgicaUY"
MT-0324,"Alambre Plomo 50cm",Aluminio,838,1073.32,235.32,2024-09-21,"Metalúrgica Central"
AC-0325,"Plancha Plomo 21mm",Zinc,,148.3,31.3,02/02/2024,"Aleaciones del Sur"
AC-0326,"  Bobina Aluminio 2mm  ",Cobre,679,953.87,274.87,2024-07-01,"SiderúrgicaUY"
MT-0327,"Chapa Aluminio 35mm",Titanio,99,133.33,34.33,09-03-24,"MetalSur S.A."
MT-0328,"Perfil Hierro 10mm",Aluminio,924,1068.85,144.85,10/11/2024,"Metalúrgica Central"
AL-0329,"Caño Magnesio 28cm",Titanio,739,969.21,230.21,2024-11-21,"Industrias del Plata"
CU-0330,"  Barra Plomo™ 18cm  ",Zinc,447,635.4,188.4,12/18/2024,"Aceros del Río"
BR-0331,"Barra Bronce 3cm",Plomo,654,818.66,164.66,02/09/2024,"Aleaciones del Sur"
BR-0332,"Tubo Níquel 14cm",Bronce,106,143.59,37.59,02/06/2024,"SiderúrgicaUY"
MT-0333,"Chapa Titanio 25cm",,713,971.33,258.33,12/08/2024,"SiderúrgicaUY"
MT-0334,"Bobina Titanio 28cm",Acero Inoxidable,1047,1359.85$,312.85,01/06/2024,"Metalúrgica Central"
CU-0335,"Barra Níquel 3cm",Zinc,323,409.97,86.97,12/02/2024,"MetalSur S.A."
CU-0336,"  Varilla Cobre&Zinc 48cm  ",Níquel,282,382.94,100.94,2024-11-12,"MetalCorp Internacional"
AC-0337,"  Barra Cobre 34cm  ",Hierro,94,105.46$,11.46,12/25/2024,"Metalúrgica Central"
AC-0338,"Flejes Cobre 2mm",Bronce,766,966.78,200.78,2024-10-15,"MetalSur S.A."
MT-0339,"Perfil Aluminio 32mm",Bronce,1044,1190.52,146.52,10/15/2024,"Industrias del Plata"
AL-0340,"Varilla Hierro(6061) 41mm",Bronce,98,109.33,11.33,25/11/2024,"Metalúrgica Central"
AC-0341,"Plancha Bronce® 25mm",Magnesio,703,860.48,157.48,14/12/2024,"Fundición Oriental"
AL-0342,"Varilla Níquel 20mm",Cobre,541,704.28,163.28,2024-04-12,"MetalCorp Internacional"
CU-0343,"Alambre Acero Inoxidable 27cm",Zinc,764,1043.44,279.44,07/10/2024,"MetalCorp Internacional"
CU-0344,"Chapa Plomo&Zinc 5mm",Zinc,558,631.98,73.98,11/22/2024,"Metalúrgica Central"
BR-0345,"Bobina Magnesio 24mm",Níquel,107,144.93,37.93,11-06-24,"Fundición Oriental"
MT-0346,"Plancha Bronce 11cm",Hierro,1040,1446.84,406.84,2024-01-25,"SiderúrgicaUY"
AL-0347,"Alambre Hierro#304 49mm",Plomo,134,191.72,57.72,02-06-24,"Industrias del Plata"
BR-0348,"Alambre Cobre 12mm",Zinc,378,528.13,150.13,01/04/2024,"SiderúrgicaUY"
MT-0349,"Caño Níquel 34cm",Aluminio,729,889.76,160.76,27/11/2024,"MetalCorp Internacional"
AC-0350,"  Bobina Bronce® 3mm  ",Zinc,,711.61,231.61,19-08-24,"SiderúrgicaUY"
AC-0351,"Tubo Cobre 22cm",Hierro,607,817.98,210.98,2024-08-20,"MetalCorp Internacional"
AC-0352,"Barra Zinc 42cm",Plomo,759,1065.53,306.53,10/18/2024,"Aceros del Río"
MT-0353,"Tubo Zinc™ 22cm",Hierro,,361.07,120.07,27-04-24,"SiderúrgicaUY"
BR-0354,"Tubo Aluminio 42mm",Plomo,695,999.23,304.23,24-10-24,"Fundición Oriental"
AL-0355,"Bobina Bronce 32mm",Plomo,135,176.52,41.52,22-07-24,"Industrias del Plata"
AL-0356,"Flejes Níquel&Zinc 33mm",Níquel,921,1155.12,234.12,09/02/2024,"SiderúrgicaUY"
BR-0357,"Perfil Hierro&Zinc 44cm",Hierro,89,131,42,2024-08-12,"Aleaciones del Sur"
AL-0358,"Plancha Titanio 40cm",Zinc,400,452.61,52.61,06/02/2024,"Fundición Oriental"
CU-0359,"Plancha Magnesio 4mm",Aluminio,427,624.17,197.17,09/13/2024,"Aleaciones del Sur"
CU-0360,"Caño Magnesio 38cm",Titanio,891,1160.52,269.52,2024-12-02,"Fundición Oriental"
AL-0361,"Caño Hierro 7cm",Hierro,207,257.3,50.3,10-05-24,"SiderúrgicaUY"
CU-0362,"  Bobina Bronce 28mm  ",Plomo,419,611.33,192.33,2024-05-23,"Aleaciones del Sur"
MT-0363,"Barra Bronce 22cm",Bronce,1030,1368.68,338.68,2024-11-22,"MetalSur S.A."
AC-0364,"Alambre Zinc 24cm",Acero Inoxidable,877,979.34,102.34,22-01-24,"Aceros del Río"
MT-0365,"Flejes Acero Inoxidable 29mm",Zinc,160,231.39,71.39,25-04-24,"MetalCorp Internacional"
MT-0366,"Varilla Plomo 3mm",,574,782.99,208.99%,09/01/2024,"SiderúrgicaUY"
AC-0367,"Varilla Cobre® 5mm",Acero Inoxidable,987,1263.02,276.02,24/05/2024,"Aleaciones del Sur"
MT-0368,"Varilla Acero Inoxidable#304 7mm",Cobre,110,124.14,14.14%,2024-06-21,"MetalCorp Internacional"
AC-0369,"Plancha Zinc#304 30cm",Bronce,,393.73,55.73,04/02/2024,"MetalSur S.A."
AC-0370,"Caño Bronce 36cm",Plomo,670,832.27,162.27,23-10-24,"Fundición Oriental"
AL-0371,"Flejes Bronce 49cm",Bronce,1048,1153.28,105.28,02/07/2024,"Metalúrgica Central"
AC-0372,"Tubo Magnesio™ 28mm",Titanio,550,800.7$,250.7,04/08/2024,"Aceros del Río"
MT-0373,"Plancha Zinc 12mm",Magnesio,524,749.42,225.42,17-08-24,"SiderúrgicaUY"
AC-0374,"Perfil Hierro&Zinc 33cm",Zinc,245,355.33,110.33%,15-04-24,"MetalCorp Internacional"
AL-0375,"  Bobina Magnesio 30mm  ",Titanio,748,1055.12,307.12,12/12/2024,"Metalúrgica Central"
MT-0376,"Caño Níquel 17cm",,,1098.2$,293.2,27-09-24,"Industrias del Plata"
BR-0377,"Alambre Hierro 18mm",Bronce,236,281.55,45.55,05/12/2024,"MetalCorp Internacional"
BR-0378,"  Bobina Níquel 40cm  ",Titanio,780,1079.31,299.31,20/01/2024,"SiderúrgicaUY"
AC-0379,"Chapa Cobre(6061) 3mm",Titanio,516,703.62$,187.62,19-09-24,"Industrias del Plata"
MT-0380,"  Perfil Hierro 10mm  ",Bronce,634,835.43,201.43,19/03/2024,"Metalúrgica Central"
AL-0381,"Barra Acero Inoxidable&Zinc 36mm",Níquel,726,1050.14,324.14,12-12-24,"MetalCorp Internacional"
CU-0382,"  Flejes Aluminio 46mm  ",Titanio,563,624.72,61.72%,06/25/2024,"Aleaciones del Sur"
BR-0383,"Chapa Bronce 11mm",Bronce,188,271.57,83.57,27-06-24,"Aleaciones del Sur"
AL-0384,"Flejes Aluminio 33cm",Titanio,301,449.07,148.07,10/21/2024,"Fundición Oriental"
BR-0385,"Caño Bronce 5mm",Cobre,723,954.79,231.79%,07/07/2024,"MetalSur S.A."
AL-0386,"Perfil Hierro(6061) 23mm",Aluminio,770,855.4,85.4%,2024-06-01,"Aceros del Río"
MT-0387,"Barra Magnesio 6mm",Plomo,483,559.87,76.87,2024-12-22,"MetalSur S.A."
CU-0388,"Chapa Bronce#304 34mm",Hierro,235,292.85,57.85,04/05/2024,"Industrias del Plata"
AL-0389,"Barra Zinc 8cm",Bronce,279,414.05,135.05,01-11-24,"MetalCorp Internacional"
MT-0390,"Barra Magnesio 45cm",Magnesio,201,297.43,96.43,2024-10-13,"Industrias del Plata"
AL-0391,"Plancha Plomo 29cm",Aluminio,354,488.93,134.93,2024-06-03,"MetalCorp Internacional"
AC-0392,"Tubo Zinc 29mm",Bronce,,952.18,112.18,08/24/2024,"Metalúrgica Central"
AC-0393,"Caño Titanio 35mm",Plomo,156,182.18,26.18,08/04/2024,"Industrias del Plata"
BR-0394,"Caño Titanio® 30mm",Aluminio,804,1073.07,269.07,10/23/2024,"Aceros del Río"
CU-0395,"Barra Níquel 17cm",Titanio,239,319.9,80.9%,13-02-24,"MetalSur S.A."
BR-0396,"  Alambre Titanio 14mm  ",Zinc,391,533.75,142.75,05/05/2024,"Industrias del Plata"
AL-0397,"Varilla Hierro 30cm",Magnesio,110,123.52$,13.52,2024-06-21,"MetalSur S.A."
AL-0398,"Perfil Titanio 15cm",Bronce,282,313.62,31.62,02/21/2024,"MetalSur S.A."
AL-0399,"Varilla Hierro 26mm",Titanio,1001,1346.93,345.93,04/26/2024,"Fundición Oriental"
CU-0400,"Chapa Magnesio 37mm",Magnesio,676,986.72,310.72,2024-07-14,"Fundición Oriental"
CU-0401,"  Bobina Plomo 32cm  ",Acero Inoxidable,761,1062.53$,301.53,13/10/2024,"Aceros del Río"
AC-0402,"Flejes Bronce(6061) 23cm",Acero Inoxidable,120,174.27,54.27,08/24/2024,"Fundición Oriental"
MT-0403,"Barra Aluminio 35cm",Zinc,109,121.49,12.49,24/06/2024,"Industrias del Plata"
CU-0404,"Varilla Cobre 38cm",Aluminio,471,556.36,85.36,08/27/2024,"Aleaciones del Sur"
AL-0405,"Bobina Titanio 38cm",Aluminio,417,550.78,133.78,2024-02-11,"Aleaciones del Sur"
BR-0406,"  Perfil Acero Inoxidable 11mm  ",Zinc,50,67.25,17.25,15-11-24,"SiderúrgicaUY"
CU-0407,"Alambre Níquel 46mm",Magnesio,994,1289.53,295.53,04-07-24,"Aceros del Río"
AC-0408,"Bobina Acero Inoxidable&Zinc 34cm",Plomo,228,302.78,74.78,04/11/2024,"SiderúrgicaUY"
BR-0409,"Plancha Acero Inoxidable 43cm",Níquel,637,735.44,98.44,2024-11-21,"Industrias del Plata"
BR-0410,"Plancha Titanio#304 13cm",,269,297.6,28.6,2024-10-13,"Metalúrgica Central"
CU-0411,"Caño Bronce 27mm",Titanio,,688.17,69.17,2024-01-27,"Aleaciones del Sur"
BR-0412,"Plancha Magnesio 19cm",Aluminio,406,450.48,44.48,10/07/2024,"SiderúrgicaUY"
BR-0413,"Perfil Magnesio 12cm",Bronce,362,514.43,152.43,24-02-24,"Aceros del Río"
BR-0414,"Varilla Plomo 30cm",Bronce,496,621.13,125.13,05/15/2024,"Metalúrgica Central"
BR-0415,"Plancha Acero Inoxidable 15cm",,501,705.03,204.03,12/09/2024,"SiderúrgicaUY"
CU-0416,"  Flejes Aluminio™ 42mm  ",Aluminio,253,332.08,79.08,19/03/2024,"MetalSur S.A."
AL-0417,"Bobina Cobre#304 39cm",Zinc,161,180.07,19.07,11/01/2024,"Fundición Oriental"
AL-0418,"Caño Plomo™ 30mm",Plomo,494,691.65,197.65,13-04-24,"Industrias del Plata"
BR-0419,"Varilla Bronce 5mm",Titanio,871,1170.15,299.15,12-05-24,"MetalSur S.A."
AL-0420,"Tubo Cobre 43cm",Titanio,416,502.39,86.39,16/04/2024,"MetalCorp Internacional"
AC-0421,"Bobina Cobre 13mm",Zinc,703,963.51,260.51,2024-04-08,"Aleaciones del Sur"
AL-0422,"Flejes Cobre 33cm",Titanio,688,872.18,184.18,04/10/2024,"SiderúrgicaUY"
AL-0423,"Varilla Aluminio 17cm",Aluminio,627,920.06,293.06,22/09/2024,"Aceros del Río"
BR-0424,"Perfil Cobre 22mm",Acero Inoxidable,949,1396.64,447.64,17-06-24,"Metalúrgica Central"
AC-0425,"Plancha Zinc 25cm",Cobre,120,166.38,46.38,19-08-24,"SiderúrgicaUY"
BR-0426,"  Barra Cobre(6061) 13mm  ",Hierro,887,1277.64,390.64,2024-02-12,"Fundición Oriental"
BR-0427,"Caño Hierro 3cm",Níquel,248,315.23,67.23,2024-03-14,"Metalúrgica Central"
AL-0428,"Plancha Plomo 17mm",Acero Inoxidable,616,917.83,301.83,24/04/2024,"MetalCorp Internacional"
CU-0429,"Alambre Cobre 19cm",Cobre,926,1302.69,376.69,2024-11-13,"Aleaciones del Sur"
AC-0430,"Varilla Níquel 40cm",Bronce,101,129.35,28.35,06/06/2024,"MetalSur S.A."
MT-0431,"Varilla Níquel 26mm",Níquel,654,804.98,150.98,2024-10-25,"Metalúrgica Central"
AL-0432,"Flejes Plomo 38mm",Bronce,628,744.36,116.36,28/04/2024,"Metalúrgica Central"
BR-0433,"Varilla Hierro 36cm",Níquel,62,71.27,9.27,2024-12-02,"Industrias del Plata"
BR-0434,"Barra Plomo 47cm",Zinc,951,1267.47,316.47,06/08/2024,"SiderúrgicaUY"
MT-0435,"Alambre Plomo 46cm",Zinc,478,561.04,83.04,03/11/2024,"Aceros del Río"
BR-0436,"  Chapa Cobre™ 28mm  ",Magnesio,291,385.72,94.72,2024-10-21,"MetalCorp Internacional"
AC-0437,"Perfil Hierro 44mm",Hierro,1028,1352.28,324.28%,11-03-24,"Industrias del Plata"
AL-0438,"Barra Zinc 30cm",Bronce,635,844.64,209.64,2024-09-20,"Metalúrgica Central"
AC-0439,"Barra Aluminio 7cm",Magnesio,358,412.84,54.84,03-07-24,"Metalúrgica Central"
MT-0440,"Bobina Hierro 10cm",Acero Inoxidable,911,1239.3,328.3,2024-05-25,"Fundición Oriental"
CU-0441,"Flejes Cobre® 34mm",Titanio,767,882.34,115.34,04/11/2024,"Aleaciones del Sur"
MT-0442,"Chapa Aluminio 26cm",Magnesio,980,1284.36,304.36,2024-06-24,"SiderúrgicaUY"
BR-0443,"Plancha Titanio 34cm",Bronce,877,1100.51,223.51,05/28/2024,"Fundición Oriental"
AC-0444,"Alambre Níquel 21cm",Plomo,284,332.06,48.06,20/11/2024,"MetalCorp Internacional"
AC-0445,"Alambre Plomo® 31mm",Acero Inoxidable,666,925.42$,259.42,23/07/2024,"Aleaciones del Sur"
CU-0446,"Perfil Titanio 19cm",Níquel,770,864.34,94.34,2024-10-27,"Aceros del Río"
CU-0447,"Plancha Cobre™ 31cm",Zinc,,924.69,214.69,07/03/2024,"Metalúrgica Central"
MT-0448,"Tubo Aluminio 3mm",Plomo,1023,1193.58,170.58,03/16/2024,"Fundición Oriental"
MT-0449,"Barra Magnesio 25mm",Cobre,630,837.09,207.09%,01/19/2024,"MetalCorp Internacional"
BR-0450,"Varilla Titanio 16mm",Acero Inoxidable,93,113.44,20.44,24-02-24,"Industrias del Plata"
BR-0451,"Alambre Aluminio® 15mm",Acero Inoxidable,490,721.87,231.87,09-08-24,"Fundición Oriental"
AC-0452,"Bobina Titanio™ 30mm",Zinc,495,633.96,138.96%,01/19/2024,"MetalSur S.A."
CU-0453,"Barra Titanio 48cm",Zinc,1001,1436.87,435.87,03/05/2024,"Aleaciones del Sur"
AL-0454,"Perfil Bronce 18cm",Níquel,109,122.64,13.64,2024-07-09,"SiderúrgicaUY"
CU-0455,"Bobina Bronce 30mm",Acero Inoxidable,705,1034.84,329.84,2024-03-12,"Aceros del Río"
AL-0456,"Barra Zinc 24mm",Hierro,654,828.79$,174.79,08/08/2024,"SiderúrgicaUY"
CU-0457,"Flejes Hierro 45cm",Plomo,983,1240.01,257.01,12/18/2024,"Fundición Oriental"
BR-0458,"Perfil Níquel® 16mm",Bronce,341,437.2,96.2,2024-10-06,"SiderúrgicaUY"
BR-0459,"Tubo Titanio 26cm",Zinc,,897.37,279.37,2024-07-05,"Aceros del Río"
BR-0460,"Varilla Plomo 30cm",Hierro,,1124.54,310.54%,2024-09-14,"SiderúrgicaUY"
AC-0461,"Alambre Bronce 2cm",Acero Inoxidable,498,591.92,93.92,12/23/2024,"SiderúrgicaUY"
MT-0462,"Perfil Hierro 2cm",Bronce,732,868.69,136.69,2024-09-25,"MetalSur S.A."
BR-0463,"  Caño Cobre 25cm  ",Magnesio,617,832.28,215.28,09-07-24,"MetalCorp Internacional"
CU-0464,"Chapa Zinc 9cm",Plomo,808,927.25,119.25,2024-02-07,"Aleaciones del Sur"
AC-0465,"Tubo Magnesio 45mm",Magnesio,926,1354.65,428.65,05-01-24,"Aleaciones del Sur"
CU-0466,"Bobina Bronce 13mm",Titanio,343,399.98,56.98,12/24/2024,"Fundición Oriental"
BR-0467,"Varilla Plomo 3mm",Níquel,350,511.19,161.19,19/12/2024,"MetalSur S.A."
MT-0468,"Tubo Níquel 15mm",Titanio,1031,1472.3,441.3,24-09-24,"Metalúrgica Central"
MT-0469,"Flejes Níquel 36mm",Titanio,74,104.46$,30.46,01/20/2024,"MetalSur S.A."
BR-0470,"Perfil Plomo® 43mm",Titanio,660,816.36,156.36,15-06-24,"SiderúrgicaUY"
AL-0471,"Varilla Acero Inoxidable 24cm",Hierro,1001,1136.85$,135.85%,2024-03-13,"MetalSur S.A."
BR-0472,"Plancha Hierro 29mm",Titanio,279,316.9,37.9,03/19/2024,"MetalCorp Internacional"
MT-0473,"Bobina Bronce 14cm",Bronce,326,366.5,40.5,04/01/2024,"Metalúrgica Central"
BR-0474,"  Barra Cobre™ 29mm  ",Titanio,1035,1285.09$,250.09,07/07/2024,"Industrias del Plata"
BR-0475,"Varilla Bronce 21cm",Magnesio,610,734.83,124.83,21-11-24,"Aleaciones del Sur"
CU-0476,"Tubo Zinc 32cm",,433,524.75,91.75,12-09-24,"MetalCorp Internacional"
MT-0477,"Barra Acero Inoxidable 29mm",Hierro,914,1257.49,343.49,20/05/2024,"Aleaciones del Sur"
MT-0478,"Bobina Zinc&Zinc 41mm",Acero Inoxidable,922,1375.75,453.75,10/04/2024,"Aceros del Río"
AC-0479,"Bobina Magnesio 23mm",Plomo,615,907.02,292.02,2024-01-15,"MetalCorp Internacional"
MT-0480,"Alambre Plomo 10cm",Aluminio,558,771.26,213.26,02/10/2024,"Fundición Oriental"
MT-0481,"Alambre Titanio 12mm",Zinc,173,220.97,47.97%,2024-01-14,"Metalúrgica Central"
BR-0482,"Plancha Bronce 30mm",Acero Inoxidable,1031,1164.79,133.79,08/18/2024,"Fundición Oriental"
AC-0483,"Alambre Titanio&Zinc 6cm",Magnesio,897,1075.3,178.3,08/26/2024,"MetalSur S.A."
MT-0484,"Perfil Níquel 5cm",Aluminio,956,1315.2,359.2,06/23/2024,"Fundición Oriental"
CU-0485,"Flejes Magnesio 14mm",Cobre,473,612.97$,139.97,2024-06-13,"Metalúrgica Central"
CU-0486,"Barra Bronce 30cm",Plomo,557,653.37,96.37,04/18/2024,"Aceros del Río"
MT-0487,"Tubo Níquel 8cm",Magnesio,724,1062.91,338.91,05/26/2024,"SiderúrgicaUY"
BR-0488,"Flejes Acero Inoxidable 33mm",Bronce,589,797.6,208.6,05-07-24,"MetalSur S.A."
AC-0489,"Perfil Hierro 30cm",Plomo,722,950.07,228.07,08-10-24,"SiderúrgicaUY"
MT-0490,"Caño Plomo 15cm",,843,983.54,140.54,07-05-24,"Metalúrgica Central"
AC-0491,"Caño Hierro® 4mm",Níquel,426,612.88,186.88,27/10/2024,"Aleaciones del Sur"
AC-0492,"Varilla Titanio 26mm",Zinc,268,328.53,60.53,05/04/2024,"SiderúrgicaUY"
MT-0493,"Barra Aluminio#304 14mm",Aluminio,562,814.4,252.4,26/12/2024,"SiderúrgicaUY"
MT-0494,"Varilla Bronce 14cm",Acero Inoxidable,317,442.51,125.51,18/07/2024,"Metalúrgica Central"
BR-0495,"Chapa Cobre 3mm",Zinc,303,373.17,70.17,25/08/2024,"MetalSur S.A."
BR-0496,"Tubo Titanio#304 31cm",Acero Inoxidable,286,398.21,112.21,05/01/2024,"Industrias del Plata"
AL-0497,"Plancha Titanio 29mm",Níquel,,891.2,294.2,09/19/2024,"Fundición Oriental"
BR-0498,"Barra Aluminio 19cm",Plomo,662,863.55,201.55,18/11/2024,"Aceros del Río"
